2013-05-21 17:23:35,745 [New I/O client worker #31-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/cglib/cglib/2.2/cglib-2.2.jar
2013-05-21 17:23:35,803 [New I/O client worker #31-4] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/commons-collections/commons-collections/3.1/commons-collections-3.1.jar
2013-05-21 17:23:41,810 [New I/O client worker #31-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/com/google/guava/guava/14.0.1/guava-14.0.1.jar
2013-05-21 17:23:43,059 [New I/O client worker #31-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/apache/derby/derby/10.4.1.3/derby-10.4.1.3.jar
2013-05-21 17:23:44,448 [New I/O client worker #31-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/hibernate/hibernate-core/3.6.9.Final/hibernate-core-3.6.9.Final.jar
2013-05-21 17:23:46,851 [Worker-95] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ScrumCourseDB/src/main/java
2013-05-21 17:23:46,852 [Worker-95] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ScrumCourseDB/src/main/resources
2013-05-21 17:23:46,861 [Worker-95] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ScrumCourseDB/src/test/java
2013-05-21 17:23:46,926 [Worker-83] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: scrumcourse:ScrumCourseDB:0.1.0-SNAPSHOT @ /Users/sbescudero/Downloads/ScrumCourseDB/pom.xml.
2013-05-21 17:23:48,416 [Worker-95] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Project import completed 25 sec
2013-05-21 17:23:48,845 [Worker-98] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2013-05-21 17:23:48,846 [Worker-98] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2013-05-21 17:23:49,366 [Worker-98] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: scrumcourse:ScrumCourseDB:0.1.0-SNAPSHOT @ /Users/sbescudero/Downloads/ScrumCourseDB/pom.xml.
2013-05-21 17:23:50,063 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MacRoman actually) to copy filtered resources, i.e. build is platform dependent!
2013-05-21 17:23:50,079 [Worker-98] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2013-05-21 17:23:50,094 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MacRoman actually) to copy filtered resources, i.e. build is platform dependent!
2013-05-21 17:23:50,094 [Worker-98] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/sbescudero/Downloads/ScrumCourseDB/src/test/resources
